id,name
6297,"International Conference on Science, Technology and Engineering"
6298,Value in Health
6299,International Journal of Industrial Ergonomics
6300,Journal of Hospitality Leisure Sport and Tourism Education
6301,Journal of Accounting and Economics
6302,Trends in Genetics
6303,Journal of English for Academic Purposes
6304,Journal of Hydrology X
6305,Health Policy
6306,International Conference on Vibration Engineering and Technology of Machinery 
6307,Journal of Business Venturing Insights
6308,Nutrition Research
6309,Mayo Clinic Proceedings
6310,Educational Research Review
6311,Auris Nasus Larynx
6312,International Conference on Flexible Electronics for Electric Vehicles
6313,Teaching and Learning in Nursing
6314,Digestive and Liver Disease
6315,Journal of Nursing Regulation
6316,Journal of Engineering and Technology Management Jet M
6317,Pacific Basin Finance Journal
6318,International Conference on Advanced Computing and Intelligent Engineering
6319,Biomedical Journal
6320,National Conference on Reliability and Safety
6321,International Conference on Cybersecurity in Emerging Digital Era
6322,International Conference on Advances in IoT and Security with AI
6323,"International Conference on Information Security, Privacy and Digital Forensics"
6324,Biocybernetics and Biomedical Engineering
6325,Business Horizons
6326,Journal of Economic Behavior and Organization
6327,Organizational Dynamics
6328,Journal of Academic Librarianship
6329,Telecommunications Policy
6330,"International Conference on Mechanical, Manufacturing and process Plant Engineering"
6331,Trends in Neuroscience and Education
6332,International Conference on Data Analytics in  Business and Marketing 
6333,Learning and Motivation
6334,Indian Lean Construction Conference
6335,ASEAN Australian Engineering Congress
6336,International Conference on Advances in Mechanical Engineering and Material Science
6337,Musculoskeletal Science and Practice
6338,Industrial Marketing Management
6339,British Journal of Anaesthesia
6340,Design Studies
6341,Seminars in Nuclear Medicine
6342,Journal of Allergy and Clinical Immunology
6343,International Conference on Worldwide Computing and Its Applications
6344,Neuroscience Research
6345,Asian Conference on Mechanics of Functional Materials and Structures
6346,International Conference on Vibration Problems
6347,International Conference on Renewable Energy and E-mobility
6348,International Conference on Smart Learning Environments
6349,Current Opinion in Chemical Engineering
6350,Software Impacts
6351,"International Conference in Fluid, Thermal and Energy Systems"
6352,American Journal of Human Genetics
6353,Journal of Hand and Microsurgery
6354,International Symposium on Plasticity and Impact Mechanics
6355,International Symposium on Intelligent Manufacturing and Service Systems
6356,Progress in Retinal and Eye Research
6357,International Conference on Production and Industrial Engineering
6358,Chinese Intelligent Automation Conference
6359,Arthroscopy Journal of Arthroscopic and Related Surgery
6360,Current Opinion in Green and Sustainable Chemistry
6361,Computer Law and Security Review
6362,Hand Surgery and Rehabilitation
6363,International Conference on Business and Policy Studies
6364,Journal of Surgical Research
6365,Journal of the National Medical Association
6366,International Journal of Obstetric Anesthesia
6367,Current Opinion in Biomedical Engineering
6368,Bone
6369,Advances in Industrial and Manufacturing Engineering
6370,Taiwanese Journal of Obstetrics and Gynecology
6371,Jacc Cardiovascular Imaging
6372,Jses International
6373,Acta Tropica
6374,International Conference on IoT Based Control Networks and Intelligent Systems
6375,International Conference on Hydro and Renewable Energy
6376,Asia Pacific Journal of Sports Medicine Arthroscopy Rehabilitation and Technology
6377,Ocular Surface
6378,Allergology International
6379,International Conference on Renewable Power
6380,Extreme Mechanics Letters
6381,The International Conference on Metallurgical Engineering and Centenary Celebration
6382,"International Conference on Modeling, Simulation and Optimization"
6383,International Human Engineering Symposium
6384,Petroleum Science
6385,Resuscitation
6386,Food Physics
6387,Applications in Engineering Science
6388,Environmental Science and Ecotechnology
6389,China Satellite Navigation Conference
6390,Advances in Bamboo Science
6391,Organic Electronics
6392,International Conference on Women Researchers in Electronics and Computing
6393,Case Studies in Thermal Engineering
6394,International Conference on Image Processing and Capsule Networks
6395,Spectrochimica Acta Part B Atomic Spectroscopy
6396,Results in Chemistry
6397,Probabilistic Engineering Mechanics
6398,Ecohydrology and Hydrobiology
6399,Bone Reports
6400,International Symposium on Insulation and Discharge Computation for Power Equipment
6401,International Conference on Asian and Pacific Coasts
6402,The International Conference on Sustainable Civil Engineering and Architecture
6403,International Conference on Cement and Building Koncrete for a Sustainable and Resilient Infrastructure
6404,International Conference on Experimental and Computational Mechanics in Engineering
6405,Physica Medica
6406,Natural Gas Industry B
6407,International Conference on AI-generated Content
6408,International Workshop on Advanced Computational Intelligence and Intelligent Informatics
6409,Cell Genomics
6410,"International Conference on Aeronautical Sciences, Engineering and Technology"
6411,Bioorganic Chemistry
6412,Ecological Complexity
6413,International Workshop on Railway Noise
6414,Pacific Rim Knowledge Acquisition Workshop
6415,Computational and Structural Biotechnology Journal
6416,Journal of Public Transportation
6417,Revolutionizing Medical Systems Using Artificial Intelligence A Breakthrough in Healthcare
6418,Quaternary Science Advances
6419,International Conference on Innovative Textiles & Developed Materials
6420,International Conference on Data Intelligence and Cognitive Informatics
6421,INTERNATIONAL CONFERENCE ON SUSTAINABLE BUILDINGS AND STRUCTURES TOWARDS A CARBON NEUTRAL FUTURE
6422,International Conference on Traffic and Granular Flow
6423,Applied Geochemistry
6424,International Conference on Sustainable Urban Development
6425,International Conference on Mechanical System Dynamics
6426,International Conference on Web-Based Learning
6427,"International Conference on Emerging Trends in Communication, Computing and Electronics"
6428,International Conference on the Asian Civil Engineering Coordinating Council
6429,International Conference on Mechatronics and Intelligent Robotics
6430,International Virtual Conference on Developments and Applications of Geomatics
6431,World Hydrogen Technology Convention
6432,International Conference on Advanced Surface Enhancement
6433,Australasian Conference on Data Science and Machine Learning
6434,"Innovative Manufacturing, Mechatronics & Materials Forum"
6435,CAAI International Conference on Artificial Intelligence
6436,"International Conference on Big Data, IoT and Machine Learning"
6437,International Conference on Academic Libraries
6438,"International Conference on Robotics, Vision, Signal Processing and Power Applications"
6439,International Association for Engineering Geology and the Environment
6440,International symposium on Construction Resources for Environmentally Sustainable Technologies
6441,International Conference on Construction Resources for Environmentally Sustainable Technologies
6442,International Conference on Sustainable Technology and Advanced Computing in Electrical Engineering
6443,International Conference on Industrial Tribology
6444,International Conference on Electrical and Information Technologies for Rail Transportation
6445, International Conference on Trends in Sustainable Computing and Machine Intelligence
6446,Asian Joint Workshop on Thermophysics and Fluid Science
6447,International Conference on Computing and Informatics
6448,International Conference on Computer-Aided Design and Computer Graphics
6449, International Conference on Geotechnics for Sustainable Infrastructure Development
6450,"International Conference on Green Energy, Computing and Intelligent Technology"
6451,"International Conference On Law, Economics, and Health"
6452,International Conference on Social Sciences and Humanities and Arts
6453,"International Conference on Humanities, Wisdom Education and Service Management"
6454,"International Conference on Education, Humanities, Social Science"
6455,International Conference on Humanities and Social Science Research
6456,International Conference on Arts and Design Education
6457,International Conference on Administrative Science
6458,Online Conference of Education Research International
6459," International Conference on Sustainability in Technological, Environmental, Law, Management, Social and Economic Matters"
6460,Borobudur International Symposium on Humanities and Social Science
6461,International Conference on English Language Teaching
6462,"International Conference on Sport Science, Education and Social Development"
6463," International Seminar on Education, Management and Social Sciences"
6464,International Conference on Modern Educational Technology and Social Sciences
6465,International Conference on Modern Management and Education Technology
6466,International Conference on Social Development and Media Communication
6467,"International Conference on Communication, Language, Education and Social Sciences"
6468,Vocational Education International Conference
6469,International Conference on Cultural Studies
6470,"International Conference on Education, Language and Art"
6471,"International Conference on Law, Economic & Good Governance"
6472,"International Conference on Culture, Design and Social Development"
6473,International Conference on New Computational Social Science
6474,International Conference on Technical and Vocational Education and Training
6475,World Conference on Governance and Social Sciences
6476,International Conference on Environmental Learning Educational Technologies
6477,International Conference on Current Issues in Education
6478,International Conference on Advance Research in Social and Economic Science
6479,International Conference on Linguistics and Culture
6480,International Symposium on New Dimensions and Ideas in Environmental Anthropology
6481,"International Conference on Applied Economics, Management Science and Social Development"
6482,"International Conference on Language, Innovative Education and Cultural Communication"
6483,"International Conference on Language, Art and Cultural Exchange"
6484,Lawang Sewu International Symposium on Humanities and Social Sciences
6485,"International Conference on Mental Health, Education and Human Development"
6486,"Mathematics, Science, and Computer Science Education International Seminar"
6487,Workshop on Social Sciences and Education
6488,International Conference on Science Education and Art Appreciation
6489,"International Conference on Public Administration, Health and Humanity Development"
6490,"International Seminar on Education, Management and Social Sciences"
6491,Ibn Khaldun International Conference on Applied and Social Sciences
6492,International Conference on Learning Innovation and Quality Education
6493,International Conference on Social Sciences and Law
6494,International Conference on Public Relations and Social Sciences
6495,"International Conference on History, Social Sciences, and Education"
6496,International Conference on Culture and Sustainable Development
6497,International Conference on Cultural Policy and Sustainable Development
6498,International Joint Conference on Arts and Humanities
6499,"International Conference on Literature, Art and Human Development"
6500,"International Conference on Communication, Language, Literature, and Culture"
6501,International Conference on Humanities Education and Social Sciences
6502,ASEAN Conference on Sexual Exploitation of Children
6503,"International Conference on Sciences, Technology and Education"
6504,"International Conference on Humanities, Arts, Education and Social Development"
6505,International Conference on Diversified Education and Social Development
6506,Celt International Conference
6507,International Conference Changing of Business Law
6508,"International Conference on Environmental, Social, and Governance"
6509,International Conference on Education Innovation
6510,International Conference on Public Art and Human Development
6758,Journal for ImmunoTherapy of Cancer
6511,International Conference on Social Sciences and Educational Development
6512,International Conference on Educational Science and Social Culture
6513,"International Conference on Advances in Humanities, Education and Language"
6514,Sriwijaya University Learning and Education International Conference
6515,Annual Conference of Engineering and Implementation on Vocational Education
6516,International Conference on Educational Development and Social Sciences
6517,The International Conference on E-Learning and Smart Engineering Systems
6518,"International Conference on Sciences, Mathematics, and Education"
6519,"Innovative Multidisciplinary Approaches to Global Challenges: Sustainability, Equity, and Ethics in an Interconnected World"
6520,International Conference on Christian and Inter-Religious Studies
6521,National Seminar on Enhancing Privacy Protection in the Digital Age: Legal Challenges and Innovations
6522,International Symposium on Mathematics Education and Innovation
6523,International Conference on Indonesian Social and Political Enquiries
6524,"International Conference on Business, Economics, Social Sciences, and Humanities"
6525,International Conference on Language and Cultural Communication
6526,Tarumanagara International Conference on the Applications of Social Sciences and Humanities
6527,International Conference on Social Sciences and Interdisciplinary
6528,"International Conference on Education, Humanities, and Social Science"
6529,International Conference of Islamic Studies
6530,International Conference on Internet Technology and Educational Informatization
6531,"International Conference, Anubhuti: Revitalizing Indian Knowledge Systems for the Modern World"
6532,International Conference on Education Research and Training Technologies
6533,Jepara International Conference on Education and Social Science
6534,International Conference on Digital Technology and Educational Psychology
6535,International Conference on Educational Management and Technology
6536,"International Conference on Artificial Intelligence, Internet and Digital Economy"
6537,International Conference on Educational Innovation and Multimedia Technology
6538,International Conference on Public Management and Intelligent Society
6539," International Conference on Education, Information Management and Service Science"
6540,International Conference on Bigdata Blockchain and Economy Management
6541,International Conference on Big Data and Informatization Education
6542,International Conference on Artificial Intelligence and Education
6543,International Conference on mathematical statistics and economic analysis
6544,International Conference on Computer Technology and Media Convergence Design
6545,International Conference on Management Science and Software Engineering
6546,"International Conference on Internet, Education and Information Technology"
6547,International Conference on Life Sciences and Biotechnology
6548,International Conference on Big Data and Social Sciences
6549,Proceedings of the Multimedia University Engineering
6550,"International Conference on Sustainable Environment, Agriculture and Tourism"
6551,International Conference on Economic Management and Cultural Industry
6552,International Conference on Business Administration and Data Science
6553,International Conference on Innovation in Information  Technology and Business
6554,Forum In Research Science And Technology
6555,International Conference on Big Data Economy and Information Management
6556,International Conference on Applications of Machine Intelligence and Data Analytics
6557,Business Innovation and Engineering Conference
6558,International Conference on Emerging Trends in Business and Management
6559,International Conference on Bioinformatics and Data Science
6560,"International Conference on Education, Knowledge and Information Management"
6561,International Conference on Neural Networks and Machine Learning
6562,International Conference on Advances in Computer Vision and Artificial Intelligence Technologies
6563,"International Academic Conference on Blockchain, Information Technology and Smart Finance"
6564,International Conference of Medical and Life Science
6565,International Conference on E-commerce and Internet Technology 
6566,International Conference on Enterprise Management and Economic Development
6567,International Symposium on Management
6568,International Conference on Economic Development and Business Culture
6569,International Conference on Emerging Trends in Engineering
6570,International Conference on Management Innovation and Economy Development
6571,International Conference on Intelligent Design and Innovative Technology
6572,"International Conference on Economics, Smart Finance and Contemporary Trade"
6573,International Conference on Internet Finance and Digital Economy
6574,International Conference on Financial Management and Economic Transition
6575,National Conference on Next-Generation Sustainable Technologies for Small-Scale Producers (NCAT)
6576,Borobudur International Symposium on Science and Technology
6577,HCT International General Education Conference
6578,"International Conference on Informatics, Technology and Engineering"
6579,Open Society Conference
6580,International Conference on Advances in Nano-Neuro-Bio-Quantum
6581,"International Conference on Finance, Trade and Business Management"
6582,"International Conference on Image, Algorithms and Artificial Intelligence"
6583,BISTIC Business Innovation Sustainability and Technology International Conference
6584,International Conference on Digital Economy and Computer Application
6585,International Conference on Engineering Management
6586,International Conference on Resources and Technology
6587,International Conference on Information Technology and Engineering
6759,Journal of Medical Ethics
6588,International Conference on Enterprise and Industrial Systems
6589, International Conference on Emerging Challenges: Smart Business and Digital Economy
6590,UUM International Legal Conference
6591,International Conference on Applied Science and Technology on Engineering Science
6592,International Conference on Advanced Informatics and Intelligent Information Systems
6593,"International Conference on Data Science, Advanced Algorithm and Intelligent Computing"
6594,International Conference on Civil Architecture and Urban Engineering
6595,"International Conference on Reinventing Business Practices, Start-ups and Sustainability"
6596,"International Conference on Language, Literature, Culture, and Education "
6597,Positive Technology International Conference
6598,International Conference on Lifelong Education and Leadership for All
6599,International Conference on Railway and Transportation
6600,Workshop on Computation: Theory and Practice
6601,International Conference of the Asia Association of Computer-Assisted Language Learning
6602,"International Conference on Hydraulic, Civil and Construction Engineering"
6603,"International Conference on Accounting, Management and Economics"
6604,International Conference of Management and Business
6605,International Conference on Consumer Technology and Engineering Innovation
6606,International Conference on Financial Innovation and Economic Development
6607,"International Conference on Applied Mathematics, Statistics, and Computing"
6608,International Conference of Machine Design Departments
6609,International Conference on Digital Transformation in Business: Navigating the New Frontiers Beyond Boundaries
6610,"International Conference on Civil, Architecture and Disaster Prevention and Control"
6611,International Conference on Innovation and Regenerative Trends in Tourism and Hospitality Industry
6612,University of Fort Hare Teaching and Learning Conference
6613,"International Conference on Economic Management, Financial Innovation and Public Service"
6614,"Global Conference on Business, Management, and Entrepreneurship"
6615,International Conference on Engineering Management and Information Science
6616,International Conference on Civil Architecture and Structural Engineering
6617,International Conference on Urban Planning and Design
6618,International Conference on Social Sciences and Economic Development
6619,International Academic Summer Conference on Number Theory and Information Security
6620,International Conference on Computational Innovations and Emerging Trends
6621,International Conference of Inland Water and Ferries Transport Polytechnic of Palembang on Technology and Environment
6622,International Conference on Digital Economy and Management Science
6623,International Conference on Emerging Intelligent Systems for Sustainable Development
6624,China Science and Technology Information Resource Management and Service Annual Conference
6625,"International Conference on Information Economy, Data Modelling and Cloud Computing"
6626,International Conference on Artificial Intelligence and Communication
6627,International Symposium on Traffic Transportation and Civil Architecture
6628,International Conference on Urban Construction and Management Engineering
6629,"International Conference on Mechanics, Electronics Engineering and Automation"
6630,International Conference of Economics Business and Economics Education Science
6631,Brawijaya International Conference
6632,International Conference on Signal Processing and Computer Vision
6633,International Conference on Science Technology and Social Sciences
6634,International Conference on Emerging Technologies and Sustainable
6635,International Conference on Education and Technology
6636,International Conference on Advanced Technology and Multidiscipline
6637,International Conference on Modern Education and Information Management
6638,"International Conference on Financial Innovation, FinTech and Information Technology"
6639,International Conference on Artificial Intelligence and Digital Management
6640,International Conference on Resiliency by Technology and Design
6641,International Conference on Global Innovation and Trends in Economy
6642,International Conference on Sustainable Green Tourism Applied Science
6643,"International Conference on Innovation & Entrepreneurship in Computing, Engineering & Science Education"
6644,International Conference on Climate Change and Emerging Trends in Civil Engineering
6645,"International Conference on Public Service, Economic Management and Sustainable Development"
6646,International Conference on New Media Development and Modernized Education
6647,International Conference on Key Enabling Technologies
6648,International Conference on Medical Science and Health
6649,International Conference on Rail Transit and Transportation
6650,"International Conference on the Role of Innovation, Entrepreneurship and Management for Sustainable Development"
6651,Widyatama International Conference on Engineering
6652,International Conference on Applied Engineering
6653,International Joint Conference on Science and Engineering
6654,The Focus Conference
6655,International Conference for Democracy and National Resilience
6656,International Conference on Digital Economy and Marxist Economics
6657,International Conference on Economic Management and Big Data Application
6658,URSI-NG Annual Conference
6659,International Conference on Strategic and Global Studies
6660,International Conference on Bio-Based Environment for Sustainable Territory
6661,"International Conference on Civil Architecture, Hydropower and Engineering Management"
6662,International Workshop on Navigating the Digital Business Frontier for Sustainable Financial Innovation
6663,International Conference on Decision Aid and Artificial Intelligence
6664,International Conference on Public Management and Big Data Analysis
6665,"International Conference on Architectural, Civil and Hydraulic Engineering"
6666,"International Conference on Advanced Materials, Manufacturing and Sustainable Development"
6667,International Conference on Lifestyle Diseases and Natural Medicine
6668,"International Conference on Business, Accounting, Finance and Economics"
6669,"Adisutjipto Aerospace, Science and Engineering International Conference"
6670,Seminar on Educational Technology and Management Information Systems
6671,Management Science Informatization and Economic Innovation Development Conference
6672,International Conference on Economic Management and Model Engineering
6673,International Conference on Emerging Challenges: Strategic Adaptation in The World of Uncertainties
6674,International Conference on Advancements in Computing Technologies and Artificial Intelligence
6675,International Conference on Artificial Intelligence for Innovations in Healthcare Industries
6676,International Conference on Big Data Economy and Digital Management
6677,International conference on Marching Beyond the Libraries
6678,"International Conference on Sustainability, Entrepreneurship, Equity, and Digital Strategies"
6679,International Conference on Recent Advancements and Modernisations in Sustainable Intelligent Technologies and Applications
6680,Science Immunology
6681,Science Robotics
6682,International Conference on Sustainability Innovation in Computing and Engineering
6683,Science Signaling
6684,Science Translational Medicine
6685,Science's STKE
6686,Antimicrobial Agents and Chemotherapy
6687,International Conference on Smart Sustainable Development
6688,International Research Conference on Economic and Business
6689,International Conference on Informatization Economic Development and Management
6690,Applied and Environmental Microbiology
6691,"International Conference on Green Building, Civil Engineering and Smart City"
6692,"International Conference on Applied Sciences, Mathematics, and Informatics"
6693,International Conference of Tropical Studies and its Applications
6694,Applied Microbiology
6695,International Conference on Advances and Applications in Artificial Intelligence
6696,Clinical Microbiology Reviews
6697,Infection and Immunity
6698,International Conference on Agriculture and Resource Economy
6699,International Conference on Financial Risk and Investment Management
6700,Journal of Bacteriology
6701,Journal of Clinical Microbiology
6702,International Conference on Advanced Research in Electronics and Communication Systems
6703,Journal of Microbiology &amp; Biology Education
6704,USENIX Security Symposium
6705,Journal of Virology
6706,Journal of virology
6707,Lawang Sewu International Symposium on Medical and Health Sciences
6708,mBio
6709,Lawang Sewu International Symposium on Engineering and Applied Sciences
6710,International Conference on Economics and Public Policy and National Economics Research Championship
6711,International Conference on Science in Engineering and Technology
6712,Molecular and Cellular Biology
6713,Microbiology Spectrum
6714,Microbiology and Molecular Biology Reviews
6715,International Conference on Science and Technology
6716,Microbiological Reviews
6717,"International Conference on Education Reform, Ideology and Politics"
6718,Seminar on Modern Property Management Talent Training Enabling New Productive Forces
6719,Microbiological reviews
6720,IoT and LiDAR Technologies in Healthcare Workshop
6721,International Conference on Recent Advances in Artificial Intelligence for Sustainable
6722,mSphere
6723,mSystems
6724,International Conference on Traffic Transportation and Civil Architecture
6725,International symposium on African Sustainable Energy Solutions
6726,Tectonics of the western Himalayas
6727,Collection of Czechoslovak Chemical Communications
6728,Acupuncture in Medicine
6729,British Journal of Ophthalmology
6730,British Journal of Sports Medicine
6731,"International Conference on Artificial Intelligence, Smart Technologies and Communications"
6732,International symposium on Sustainable Drug Design and Nanoparticle development: Quantum and Computational Perspectives
6733,International Conference on Art Design and Digital Technology
6734,BMJ
6735,BMJ Open Diabetes Research &amp; Care
6736,BMJ Evidence-Based Medicine
6737,BMJ Global Health
6738,"International Conference on Business, Finance, Management and Economic"
6739,International Conference on Lifespan Innovation
6740,BMJ Open
6741,"Padang International Conference On Economics Education, Economics, Business and Management, Accounting and Entrepreneurship"
6742,"International Conference on Artificial Intelligence in Engineering, Healthcare and Sciences"
6743,BMJ Open Ophthalmology
6744,BMJ Quality &amp; Safety
6745,International Conference on Resilient City and Safety Engineering
6746,International Conference on Computer Science and Communication Engineering
6747,BMJ Open Respiratory Research
6748,BMJ Simulation and Technology Enhanced Learning
6749,Evidence Based Medicine
6750,Evidence Based Mental Health
6751,Family Medicine and Community Health
6752,General Psychiatry
6753,Gut
6754,Heart
6755,Injury Prevention
6756,Journal of Clinical Pathology
6757,Journal of Epidemiology and Community Health
6760,Journal of Medical Genetics
6761,"Journal of Neurology, Neurosurgery &amp; Psychiatry"
6762,Postgraduate Medical Journal
6763,Medical Humanities
6764,Occupational and Environmental Medicine
6765,Quality in Health Care
6766,Regional Anesthesia &amp; Pain Medicine
6767,RMD Open
6768,Stroke and Vascular Neurology
6769,Tobacco Control
6770,Veterinary Record
6771,Environmental Reviews
6772,"Applied Physiology, Nutrition, and Metabolism"
6773,Canadian Journal of Botany
6774,"International Conference on Business, Accounting, Banking, and Economics"
6775,International Conference on Electrical Engineering and Intelligent Control
6776,Canadian Journal of Fisheries and Aquatic Sciences
6777,Canadian Journal of Forest Research
6778,Canadian Journal of Microbiology
6779,Canadian Journal of Research
6780,International Conference on Intelligent Systems and Digital Transformation
6781,Canadian Journal of Zoology
6782,Journal of the Fisheries Research Board of Canada
6783,Genome
6784,International Conference on Smart Innovations in Electrical Engineering
6785,Canadian Journal of Applied Physiology
6786,International Conference on Sustainable Business Practices and Innovative Models
6787,Journal of Psychiatry and Neuroscience
6788,Journal of Unmanned Vehicle Systems
6789,Canadian Journal of Civil Engineering
6790,Canadian Journal of Physics
6791,Canadian Geotechnical Journal
6792,International Conference on Financial Innovation and Marketing Management
6793,Canadian Journal of Chemistry
6794,International Conference on Sustainable Science and Technology for Tommorow
6795,Canadian Journal of Physiology and Pharmacology
6796,"International Conference on Engineering Research, Innovation, and Education"
6797,The European Physical Journal A
6798,The European Physical Journal C
6799,International Journal of Foundations of Computer Science
6800,Reviews in Mathematical Physics
6801,International Conference on Multidisciplinary Research in Management and Economics
6802,International Journal of Neural Systems
6803,"International Conference: Policies, Practices, and Processes for Transforming Underdeveloped Economies into Developed Economies"
6804,"International Conference on Artificial Intelligence in Economics, Finance and Management"
6805,International Conference on Artificial Intelligence in Management for Business and Industrial Growth
6806,International Journal of Modern Physics C
6807,Parallel Processing Letters
6808,The Singapore Economic Review
6809,Modern Physics Letters A
6810,International Journal of Modern Physics A
6811,International Journal of Modern Physics B
6812,International Journal of Pattern Recognition and Artificial Intelligence
6813,"Journal of Circuits, Systems and Computers"
6814,International Journal of Bifurcation and Chaos
6815,International Journal of Software Engineering and Knowledge Engineering
6816,International Journal of Computational Geometry &amp; Applications
6817,International Journal of Algebra and Computation
6818,Mathematical Models and Methods in Applied Sciences
6819,International Journal on Artificial Intelligence Tools
6820,International Journal of Modern Physics D
6821,International Journal of Modern Physics E
6822,Journal of Biological Systems
6823,Fractals
6824,Journal of Computational Acoustics
6825,"International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems"
6826,Journal of Enterprising Culture
6827,International Journal of Cooperative Information Systems
6828,Journal of Nonlinear Optical Physics &amp; Materials
6829,International Journal of Theoretical and Applied Finance
6830,International Game Theory Review
6831,International Journal of Structural Stability and Dynamics
6832,Advances in Complex Systems
6833,Analysis and Applications
6834,International Journal of Information Technology &amp; Decision Making
6835,Journal of Theoretical and Computational Chemistry
6836,"International Journal of Wavelets, Multiresolution and Information Processing"
6837,Journal of Bioinformatics and Computational Biology
6838,International Journal of Quantum Information
6839,International Journal of Humanoid Robotics
6840,International Journal of Computational Methods
6841,Journal of Developmental Entrepreneurship
6842,Open Systems &amp; Information Dynamics
6843,International Journal of Innovation Management
6844,Journal of Environmental Assessment Policy and Management
6845,New Mathematics and Natural Computation
6846,International Journal of Semantic Computing
6847,Advances in Adaptive Data Analysis
6848,"International Journal of Modeling, Simulation, and Scientific Computing"
6849,"Journal of International Commerce, Economics and Policy"
6850,Unmanned Systems
6851,Market Microstructure and Liquidity
6852,Journal of Industrial Integration and Management
6853,Japanese Journal of Applied Physics
6854,Progress of Theoretical Physics
6855,Journal of the Geological Society
6856,"Geological Society, London, Petroleum Geology Conference Series"
6857,"Geological Society, London, Memoirs"
6858,"Geological Society, London, Special Publications"
6859,ACM Transactions on Database Systems
6860,ACM SIGKDD Explorations Newsletter
6861,ACM SIGMIS Database: the DATABASE for Advances in Information Systems
6862,Journal of the ACM
6863,ACM Transactions on Information Systems
6864,ACM SIGIR Forum
6865,ACM Computing Surveys
6866,ACM Transactions on Embedded Computing Systems
6867,ACM Transactions on Graphics
6868,Communications of the ACM
6869,ACM Transactions on Asian Language Information Processing
6870,ACM Transactions on Mathematical Software
6871,ACM SIGCOMM Computer Communication Review
6872,ACM SIGARCH Computer Architecture News
6873,ACM Transactions on Internet Technology
6874,ACM Transactions on Programming Languages and Systems
6875,ACM SIGMOBILE Mobile Computing and Communications Review
6876,ACM SIGMOD Record
6877,ACM Transactions on Computer Systems
6878,ACM SIGCSE Bulletin
6879,ACM SIGMETRICS Performance Evaluation Review
6880,ACM Transactions on Software Engineering and Methodology
6881,ACM SIGART Bulletin
6882,ACM SIGSOFT Software Engineering Notes
6883,ACM SIGPLAN Notices
6884,ACM Transactions on Information and System Security
6885,ACM Transactions on Computer-Human Interaction
6886,ACM Transactions on Applied Perception
6887,ACM SIGACT News
6888,ACM SIGOPS Operating Systems Review
6889,Computers in Entertainment
6890,ACM Transactions on Sensor Networks
6891,ACM SIGSAM Bulletin
6892,Queue
6893,ACM SIGBED Review
6894,ACM Transactions on Modeling and Computer Simulation
6895,"ACM Transactions on Multimedia Computing, Communications, and Applications"
6896,ACM Journal on Emerging Technologies in Computing Systems
6897,ACM Transactions on Computational Logic
6898,ACM Transactions on Algorithms
6899,ACM Transactions on Autonomous and Adaptive Systems
6900,Journal on Educational Resources in Computing
6901,ACM SIGCHI Bulletin
6902,ACM Transactions on Speech and Language Processing
6903,ACM Transactions on Knowledge Discovery from Data
6904,ACM SIGNUM Newsletter
6905,ACM Transactions on the Web
6906,ACM SIGGRAPH Computer Graphics
6907,ACM Transactions on Storage
6908,ACM Letters on Programming Languages and Systems
6909,netWorker
6910,Journal of Data and Information Quality
6911,ACM Transactions on Computing Education
6912,ACM Transactions on Intelligent Systems and Technology
6913,ACM Inroads
6914,ACM Transactions on Accessible Computing
6915,ACM Transactions on Management Information Systems
6916,ACM SIGecom Exchanges
6917,eLearn
6918,Interactions
6919,ACM Transactions on Design Automation of Electronic Systems
6920,ACM Transactions on Interactive Intelligent Systems
6921,ACM Transactions on Architecture and Code Optimization
6922,ACM Transactions on Economics and Computation
6923,ACM Transactions on Reconfigurable Technology and Systems
6924,ACM Transactions on Computation Theory
6925,GetMobile: Mobile Computing and Communications
6926,ACM SIGPLAN Fortran Forum
6927,ACM Transactions on Cyber-Physical Systems
6928,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies"
6929,Proceedings of the ACM on Programming Languages
6930,Proceedings of the ACM on Human-Computer Interaction
6931,ACM Transactions on Social Computing
6932,Journal on Computing and Cultural Heritage
6933,Proceedings of the ACM on Measurement and Analysis of Computing Systems
6934,ACM Transactions on Computing for Healthcare
6935,ACM Transactions on Recommender Systems
6936,Ubiquity
6937,Annual Review of Analytical Chemistry
6938,Annual Review of Animal Biosciences
6939,Annual Review of Anthropology
6940,Annual Review of Plant Biology
6941,Annual Review of Astronomy and Astrophysics
6942,Annual Review of Biochemistry
6943,Annual Review of Biomedical Engineering
6944,Annual Review of Biophysics
6945,Annual Review of Cell and Developmental Biology
6946,Annual Review of Chemical and Biomolecular Engineering
6947,Annual Review of Clinical Psychology
6948,Annual Review of Condensed Matter Physics
6949,"Annual Review of Control, Robotics, and Autonomous Systems"
6950,Annual Review of Earth and Planetary Sciences
6951,"Annual Review of Ecology, Evolution, and Systematics"
6952,Annual Review of Economics
6953,Annual Review of Entomology
6954,Annual Review of Environment and Resources
6955,Annual Review of Financial Economics
6956,Annual Review of Fluid Mechanics
6957,Annual Review of Food Science and Technology
6958,Annual Review of Genetics
6959,Annual Review of Genomics and Human Genetics
6960,Annual Review of Immunology
6961,Annual Review of Law and Social Science
6962,Annual Review of Linguistics
6963,Annual Review of Marine Science
6964,Annual Review of Materials Research
6965,Annual Review of Medicine
